date,UBS_x,UBS Financial Services Inc.,UBS Investment Bank,UBS Global Wealth Management,UBS Asset Management,Open,High,Low,Close,Volume,Dividends,Stock Splits,UBS_y,Union Bank of Switzerland,UBS tax evasion controversies,Banking in Switzerland
2021-02-06,5.291666666666667,0.0,0.0,0.0,0.0,,,,,,,,1132,85,25,467
2021-02-07,14.625,0.0,0.0,0.0,0.0,,,,,,,,1081,96,31,379
2021-02-08,5.583333333333333,0.0,0.0,0.0,0.0,14.344040711390623,14.724266738873796,14.334534834070954,14.581682205200195,7188100.0,0.0,0.0,1411,118,28,366
2021-02-09,5.041666666666667,0.0,0.0,0.0,2.875,14.553165479771547,14.610198930628844,14.477119367744555,14.581682205200195,3140700.0,0.0,0.0,1300,109,37,351
2021-02-10,4.0,0.0,0.0,0.0,0.0,14.743278673527191,14.762289521868292,14.557917689651841,14.66723346710205,3233900.0,0.0,0.0,1349,110,35,329
2021-02-11,6.583333333333333,0.0,0.0,0.0,0.0,14.581682768095494,14.600693616938347,14.439097322387324,14.543660163879395,1709300.0,0.0,0.0,1428,94,63,357
2021-02-12,0.0,0.0,0.0,0.0,0.0,14.53415381246498,14.657727498772129,14.524647935088193,14.638715744018555,1279500.0,0.0,0.0,1303,103,30,287
2021-02-13,9.125,0.0,0.0,0.0,0.0,,,,,,,,1019,91,23,291
2021-02-14,7.083333333333333,0.0,0.0,0.0,0.0,,,,,,,,1040,91,20,319
2021-02-15,2.0,0.0,0.0,0.0,0.0,,,,,,,,1304,82,30,327
2021-02-16,0.0,0.0,0.0,0.0,0.0,14.904875108908133,15.123504852876119,14.904875108908133,15.075976371765137,2377500.0,0.0,0.0,1366,91,30,350
2021-02-17,5.166666666666667,0.0,0.0,0.0,0.0,14.904875623425465,14.919133533679679,14.719514631347002,14.847841262817383,2395200.0,0.0,0.0,1414,104,32,370
2021-02-18,11.583333333333334,0.0,0.0,0.0,0.0,14.714760905849419,14.74803147656841,14.505637043369335,14.610198974609375,1759100.0,0.0,0.0,1435,116,27,376
2021-02-19,4.791666666666667,0.0,0.0,0.0,0.0,14.800312303695419,14.857346662467764,14.733772973902997,14.752784729003906,1788500.0,0.0,0.0,1314,91,30,377
2021-02-20,9.0,0.0,0.0,0.0,0.0,,,,,,,,1036,95,27,315
2021-02-21,2.5,0.0,0.0,0.0,0.0,,,,,,,,1090,124,22,358
2021-02-22,3.4583333333333335,0.0,0.0,0.0,0.0,14.76228910418437,15.061717889225397,14.733772379214388,14.952402114868164,2060900.0,0.0,0.0,1439,81,83,349
2021-02-23,2.25,0.0,0.0,0.0,0.0,14.828830066128184,14.914380245239867,14.638716139576745,14.838335037231445,2423900.0,0.0,0.0,1407,105,39,367
2021-02-24,6.541666666666667,0.0,0.0,0.0,0.0,14.980920834757109,15.218562342009486,14.961909079042323,15.17103385925293,1917400.0,0.0,0.0,1433,117,32,398
2021-02-25,3.5416666666666665,0.0,0.0,0.0,0.0,15.29460693396251,15.399169773109067,14.971414352110195,15.018942832946777,3023700.0,0.0,0.0,1360,85,37,366
2021-02-26,11.083333333333334,0.0,0.0,0.0,0.0,14.952402718381169,14.957155657156397,14.733772973902997,14.752784729003906,3099400.0,0.0,0.0,1324,81,25,326
2021-02-27,6.125,0.0,0.0,0.0,0.0,,,,,,,,1107,86,23,353
2021-02-28,6.291666666666667,0.0,0.0,0.0,0.0,,,,,,,,1733,86,21,422
2021-03-01,4.833333333333333,0.0,0.0,0.0,0.0,14.933392094657691,15.075976633939836,14.933392094657691,15.028449058532715,2231700.0,0.0,0.0,1365,78,34,387
2021-03-02,6.0,0.0,0.0,0.0,0.0,15.142516827805455,15.237573791407666,15.104494223670649,15.190044403076172,3143800.0,0.0,0.0,1503,87,38,354
2021-03-03,6.125,0.0,0.0,0.0,0.0,14.9333923512407,15.180539736337893,14.91438059552688,15.009437561035156,4043900.0,0.0,0.0,1495,92,41,357
2021-03-04,0.0,0.0,0.0,0.0,0.0,14.866852268409641,14.942897474363216,14.450503723303903,14.638715744018555,4839000.0,0.0,0.0,1332,98,28,407
2021-03-05,1.8333333333333333,0.0,0.0,0.0,0.0,14.857346534729004,14.895369138073535,14.58643537258292,14.857346534729004,3885800.0,0.0,0.0,1569,110,38,366
2021-03-06,2.5833333333333335,0.0,0.0,0.0,0.0,,,,,,,,1113,70,24,308
2021-03-07,4.166666666666667,0.0,0.0,0.0,0.0,,,,,,,,1194,111,27,386
2021-03-08,8.958333333333334,0.0,0.0,1.8333333333333333,0.0,14.990425884565749,15.056014262485776,14.895368924303439,14.904874801635742,4143800.0,0.0,0.0,1425,120,31,391
2021-03-09,4.208333333333333,0.0,0.0,0.0,0.0,14.781301888621662,14.942898185597063,14.667234074262039,14.819324493408203,5048200.0,0.0,0.0,1395,98,36,319
2021-03-10,5.75,0.0,0.0,0.0,0.0,14.914380030097385,14.952402633553113,14.72521796318055,14.885863304138184,2277600.0,0.0,0.0,1513,107,29,431
2021-03-11,12.875,0.0,0.0,0.0,0.0,14.638715834794848,14.72901985737359,14.572176505805443,14.66723346710205,3931900.0,0.0,0.0,1555,103,30,382
2021-03-12,14.166666666666666,0.0,0.0,0.0,2.0416666666666665,14.72426756949284,14.853545151354155,14.657728237562285,14.68624496459961,2526800.0,0.0,0.0,1337,108,35,430
2021-03-13,3.4583333333333335,0.0,0.0,0.0,0.0,,,,,,,,1274,95,34,307
2021-03-14,7.083333333333333,0.0,0.0,0.0,0.0,,,,,,,,1260,88,28,345
2021-03-15,15.541666666666666,0.0,0.0,0.0,0.0,14.610199018418555,14.652974560083736,14.429591880911406,14.638715744018555,2870400.0,0.0,0.0,1601,97,22,346
2021-03-16,8.583333333333334,0.0,0.0,0.0,0.0,14.819323708965692,14.82407664762872,14.61970481777033,14.743278503417969,2278100.0,0.0,0.0,1690,102,22,356
2021-03-17,4.916666666666667,0.0,0.0,0.0,0.0,14.743278003458856,14.985672427871275,14.714760372447754,14.971413612365723,2920300.0,0.0,0.0,1611,103,33,345
2021-03-18,6.958333333333333,0.0,0.0,0.0,0.0,15.237573275415688,15.498978556674182,15.180538917879646,15.228067398071289,4567800.0,0.0,0.0,1715,91,25,367
2021-03-19,2.2083333333333335,0.0,0.0,0.0,0.0,15.11399902841655,15.256583565719763,14.971414491113338,15.237573623657227,4903000.0,0.0,0.0,1618,110,19,388
2021-03-20,5.583333333333333,0.0,0.0,0.0,0.0,,,,,,,,1275,69,13,338
2021-03-21,6.708333333333333,0.0,0.0,0.0,0.0,,,,,,,,1178,84,23,324
2021-03-22,3.0833333333333335,0.0,0.0,0.0,0.0,15.171033818011017,15.332629208495367,15.09023566950364,15.304113388061523,4628000.0,0.0,0.0,1763,103,27,346
2021-03-23,7.333333333333333,0.0,0.0,0.0,0.0,15.142516340319153,15.190043914059803,14.90487484549446,14.933391571044922,3362200.0,0.0,0.0,1690,127,41,358
2021-03-24,3.9166666666666665,0.0,0.0,0.0,0.0,14.971414609069976,15.190044355528158,14.966661670251705,14.999931335449219,2277200.0,0.0,0.0,1669,115,39,363
2021-03-25,1.2083333333333333,0.0,0.0,0.0,0.0,15.047458754695652,15.313617870544741,14.938143889184593,15.266088485717773,2977200.0,0.0,0.0,1547,123,39,384
2021-03-26,7.083333333333333,0.0,0.0,0.0,0.0,15.28510059124437,15.389663427208266,15.194796571056557,15.247078895568848,3629000.0,0.0,0.0,1400,100,32,296
2021-03-27,3.0,0.0,0.0,0.0,0.0,,,,,,,,1073,88,33,396
2021-03-28,1.4166666666666667,0.0,0.0,0.0,0.0,,,,,,,,1153,78,30,342
2021-03-29,13.25,0.0,0.0,0.0,0.0,14.743279283835122,14.890616764066667,14.671987013176658,14.819324493408203,3544500.0,0.0,0.0,1635,126,24,428
2021-03-30,5.666666666666667,0.0,0.0,0.0,0.0,14.76228952976446,14.866852368552733,14.74327868141319,14.828829765319824,2480600.0,0.0,0.0,1665,158,32,403
2021-03-31,4.791666666666667,0.0,0.0,0.0,0.0,14.809817526361412,14.866851882611721,14.733772322381226,14.762289047241211,2795900.0,0.0,0.0,1638,109,25,698
2021-04-01,2.0416666666666665,0.0,0.0,0.0,0.0,14.952402384853237,15.10924664134603,14.91437978202993,15.066471099853516,3430600.0,0.0,0.0,1713,98,30,351
2021-04-02,1.4583333333333333,0.0,0.0,0.0,0.0,,,,,,,,1291,82,23,449
2021-04-03,2.0,0.0,0.0,0.0,0.0,,,,,,,,1119,95,22,296
2021-04-04,0.0,0.0,0.0,0.0,0.0,,,,,,,,1158,92,25,339
2021-04-05,1.5833333333333333,0.0,0.0,0.0,0.0,15.199549418231593,15.304112253566599,15.17103269338129,15.218561172485352,1741500.0,0.0,0.0,1444,123,59,369
2021-04-06,7.083333333333333,0.0,0.0,0.0,0.0,15.31361788635435,15.437190660910753,15.299358164361214,15.427684783935547,3241500.0,0.0,0.0,2068,141,44,472
2021-04-07,4.25,0.0,0.0,0.0,0.0,15.313618487314594,15.418179512023924,15.256583223225086,15.418179512023926,2583500.0,0.0,0.0,1627,108,33,403
2021-04-08,7.083333333333333,0.0,0.0,0.0,0.0,15.247079162156624,15.427685392629378,15.171033049884915,15.389663696289062,1756600.0,0.0,0.0,1639,100,54,335
2021-04-09,5.041666666666667,0.0,0.0,0.0,0.0,15.285101204153076,15.399169921875002,15.275595326587853,15.399169921875,1298800.0,0.0,0.0,1400,90,112,318
2021-04-10,3.5,0.0,0.0,0.0,0.0,,,,,,,,1176,88,25,323
2021-04-11,3.5,0.0,0.0,0.0,0.0,,,,,,,,1178,82,27,299
2021-04-12,3.375,0.0,0.0,0.0,0.0,15.294606991777663,15.399169831319476,15.26608935924969,15.370652198791504,2213300.0,0.0,0.0,1389,104,27,366
2021-04-13,2.875,0.0,0.0,0.0,0.0,15.244184675076033,15.244184675076033,15.103124448824728,15.21500015258789,2138500.0,0.37,0.0,1483,91,28,333
2021-04-14,4.791666666666667,0.0,0.0,0.0,1.9583333333333333,15.273369271442665,15.477662785366336,15.253913232276206,15.360923767089844,1447600.0,0.0,0.0,1494,99,20,393
2021-04-15,3.7083333333333335,0.0,0.0,0.0,0.0,15.477662369902173,15.477662369902173,15.322010349711658,15.429020881652832,2417900.0,0.0,0.0,1489,81,30,391
2021-04-16,7.458333333333333,0.0,0.0,0.0,0.0,15.526304343858428,15.72086937518312,15.50198406285256,15.672228813171387,2182400.0,0.0,0.0,1391,94,30,372
2021-04-17,0.0,0.0,0.0,0.0,0.0,,,,,,,,1194,52,28,364
2021-04-18,4.416666666666667,0.0,0.0,0.0,0.0,,,,,,,,1452,106,35,387
2021-04-19,3.4166666666666665,0.0,0.0,0.0,0.0,15.594402805413766,15.65277185094941,15.487391342333,15.506847381591797,3051700.0,0.0,0.0,1448,101,20,397
2021-04-20,1.375,0.0,0.0,0.0,0.0,15.3609231190335,15.3609231190335,15.054483324955891,15.14690113067627,2350800.0,0.0,0.0,1437,80,29,370
2021-04-21,10.791666666666666,0.0,0.0,0.0,0.0,14.78695623936619,15.039891242980955,14.738314749785006,15.039891242980957,4031300.0,0.0,0.0,1389,87,23,359
2021-04-22,5.333333333333333,0.0,0.0,0.0,0.0,14.825868890148797,14.884238861799119,14.69940139137245,14.777227401733398,4225200.0,0.0,0.0,1446,107,25,385
2021-04-23,0.0,0.0,0.0,0.0,0.0,14.718858510290463,14.981521066039338,14.665352779703426,14.913423538208008,2317300.0,0.0,0.0,1285,94,40,387
2021-04-24,0.0,0.0,0.0,0.0,0.0,,,,,,,,1128,87,13,289
2021-04-25,0.0,0.0,0.0,0.0,0.0,,,,,,,,1123,91,18,325
2021-04-26,9.458333333333334,0.0,0.0,0.0,0.0,14.99124926473569,15.1031240376942,14.947472018315537,14.962064743041992,3065600.0,0.0,0.0,1802,91,26,383
2021-04-27,13.333333333333334,0.0,0.0,0.0,0.0,14.68967368251588,14.845325701612547,14.6021191898342,14.806412696838379,4106800.0,0.0,0.0,1784,113,41,398
2021-04-28,9.041666666666666,0.0,0.0,0.0,0.0,14.962064718686834,15.127445220947266,14.928015955473079,15.127445220947266,2947300.0,0.0,0.0,1516,82,14,340
2021-04-29,7.25,0.0,0.0,0.0,0.0,15.13717442471833,15.211108487891174,15.02529871885664,15.166358947753906,2537900.0,0.0,0.0,1495,99,27,392
2021-04-30,4.416666666666667,0.0,0.0,0.0,0.0,15.049619756817604,15.054483998561462,14.825869275396347,14.874510765075684,2560800.0,0.0,0.0,1337,73,32,406
2021-05-01,0.0,0.0,0.0,0.0,0.0,,,,,,,,1153,108,28,362
2021-05-02,4.0,0.0,0.0,0.0,0.0,,,,,,,,1206,90,26,356
2021-05-03,8.375,0.0,0.0,0.0,0.0,14.991249367969267,15.054483581126808,14.932880324179933,14.942607879638672,2381500.0,0.0,0.0,1307,115,32,414
2021-05-04,7.041666666666667,0.0,0.0,0.0,0.0,14.738314553136417,14.845326014339054,14.504836519573047,14.592391014099121,2969500.0,0.0,0.0,1416,105,74,411
2021-05-05,1.9583333333333333,0.0,0.0,0.0,0.0,14.786955859188149,14.971793329292565,14.728586815398813,14.942607879638672,2835800.0,0.0,0.0,1453,86,37,409
2021-05-06,4.125,0.0,0.0,0.0,0.0,15.078804040022654,15.244184545650093,14.962065023301973,15.234456062316895,3649200.0,0.0,0.0,1431,113,20,468
2021-05-07,2.125,0.0,0.0,0.0,0.0,15.117717196164582,15.370652198791504,15.098261157063643,15.370652198791504,2934000.0,0.0,0.0,1245,80,17,430
2021-05-08,0.0,0.0,0.0,0.0,0.0,,,,,,,,1035,73,22,403
2021-05-09,3.75,0.0,0.0,0.0,0.0,,,,,,,,1112,92,30,356
2021-05-10,9.916666666666666,0.0,0.0,0.0,0.0,15.107988954127839,15.215000418050176,14.996114176171996,15.010706901550293,3849700.0,0.0,0.0,1485,97,36,435
2021-05-11,9.208333333333334,0.0,0.0,0.0,0.0,14.72858730609498,14.830733600009024,14.587527078012629,14.69940185546875,3675000.0,0.0,0.0,1526,95,33,539
2021-05-12,8.291666666666666,0.0,2.2916666666666665,0.0,0.0,14.786956278259492,14.86478229069039,14.534021273979446,14.553478240966797,2391200.0,0.0,0.0,2217,94,23,414
2021-05-13,4.458333333333333,0.0,0.0,0.0,0.0,14.553478358913427,14.923152384835792,14.534021391768391,14.85505485534668,2219700.0,0.0,0.0,1313,99,23,390
2021-05-14,5.875,2.0833333333333335,0.0,0.0,0.0,14.962065050827276,15.098261034464908,14.952336567476179,15.069075584411621,1782800.0,0.0,0.0,1373,104,98,379
2021-05-15,2.125,0.0,0.0,0.0,0.0,,,,,,,,1106,120,34,403
2021-05-16,4.375,0.0,0.0,0.0,0.0,,,,,,,,1269,99,23,420
2021-05-17,10.0,0.0,0.0,0.0,0.0,15.107988075039831,15.176086528416853,15.049619032441473,15.15662956237793,1901400.0,0.0,0.0,1390,89,29,441
2021-05-18,11.0,0.0,0.0,0.0,0.0,15.224727372682766,15.273368860930413,15.107988357543944,15.107988357543945,1433000.0,0.0,0.0,1474,113,26,408
2021-05-19,16.666666666666668,0.0,3.875,0.0,0.0,14.981520936019987,15.156629923505685,14.864781920282597,15.098260879516602,2948000.0,0.0,0.0,1413,129,52,412
2021-05-20,17.625,0.0,0.0,0.0,3.5833333333333335,15.244184031759644,15.365787286047606,15.146901057225595,15.322010040283203,2845500.0,0.0,0.0,1500,109,23,416
2021-05-21,6.791666666666667,0.0,0.0,0.0,0.0,15.409564791605927,15.477662318272316,15.370651786688104,15.438749313354492,1888000.0,0.0,0.0,1217,88,40,423
2021-05-22,0.0,0.0,0.0,0.0,0.0,,,,,,,,1296,82,18,401
2021-05-23,3.125,0.0,0.0,0.0,0.0,,,,,,,,2058,129,26,400
2021-05-24,5.125,0.0,0.0,0.0,0.0,15.46793414333761,15.574945604813493,15.39983661531422,15.545760154724121,1629300.0,0.0,0.0,1431,132,39,396
2021-05-25,5.375,0.0,0.0,0.0,0.0,15.730597575343497,15.798695103140727,15.540896789188793,15.555488586425781,2366100.0,0.0,0.0,1489,100,21,482
2021-05-26,5.0,0.0,0.0,0.0,0.0,15.360923917032803,15.521440184699737,15.292826387646606,15.497119903564453,2016700.0,0.0,0.0,1339,90,29,391
2021-05-27,18.041666666666668,0.0,0.0,0.0,0.0,15.681956576280328,15.798694661953181,15.662499610162046,15.788966178894043,3139700.0,0.0,0.0,1564,98,38,470
2021-05-28,15.666666666666666,0.0,0.0,0.0,0.0,15.915434785872133,15.973803829378705,15.832743606679255,15.925163269042969,2996200.0,0.0,0.0,1413,82,25,357
2021-05-29,0.0,0.0,0.0,0.0,0.0,,,,,,,,1104,93,23,423
2021-05-30,0.0,0.0,0.0,0.0,0.0,,,,,,,,1411,79,23,396
2021-05-31,6.416666666666667,0.0,0.0,0.0,0.0,,,,,,,,1304,108,24,447
2021-06-01,9.458333333333334,0.0,0.0,0.0,0.0,16.05162911749904,16.124591810240467,16.00298855935032,16.041900634765625,2525300.0,0.0,0.0,1619,126,24,368
2021-06-02,10.291666666666666,0.0,0.0,0.0,0.0,15.983532905578613,16.012716500655465,15.905706892842831,15.983532905578613,1851400.0,0.0,0.0,1390,100,26,377
2021-06-03,6.833333333333333,0.0,0.0,0.0,0.0,16.03217295067277,16.129455927334696,16.002989356537107,16.071086883544922,2041000.0,0.0,0.0,1363,92,27,402
2021-06-04,9.666666666666666,0.0,0.0,0.0,0.0,16.0029886612899,16.03217225415769,15.905705688854418,16.022443771362305,1422900.0,0.0,0.0,1407,95,31,378
2021-06-05,7.291666666666667,0.0,0.0,0.0,0.0,,,,,,,,1125,105,27,357
2021-06-06,2.5833333333333335,0.0,0.0,0.0,0.0,,,,,,,,1279,95,22,413
2021-06-07,0.0,0.0,0.0,0.0,0.0,16.06135770254384,16.08081466813461,15.978666526542254,16.022443771362305,1332400.0,0.0,0.0,1360,86,21,461
2021-06-08,9.333333333333334,0.0,0.0,0.0,0.0,15.944617917973527,16.076921945331037,15.886248876157824,16.002988815307617,2075000.0,0.0,0.0,1374,99,47,339
2021-06-09,0.0,0.0,0.0,0.0,0.0,15.915435355527887,15.921270961224508,15.808423892336915,15.827880859375,1572400.0,0.0,0.0,1314,115,33,393
2021-06-10,3.0833333333333335,0.0,0.0,0.0,0.0,15.886249465445747,15.934890026176719,15.73059744448449,15.740325927734375,1954500.0,0.0,0.0,1486,133,44,363
2021-06-11,3.375,0.0,0.0,0.0,0.0,15.769509161513158,15.832743373432805,15.74032556794902,15.798694610595703,2041400.0,0.0,0.0,1306,85,26,492
2021-06-12,0.0,0.0,0.0,0.0,0.0,,,,,,,,992,78,20,369
2021-06-13,3.6666666666666665,3.625,0.0,0.0,0.0,,,,,,,,1117,95,28,891
2021-06-14,11.666666666666666,0.0,0.0,0.0,0.0,15.798695460571516,15.8765214734603,15.759783381886379,15.81815242767334,1421700.0,0.0,0.0,1308,116,14,394
2021-06-15,8.583333333333334,0.0,0.0,0.0,0.0,15.81815180968222,15.983532312549539,15.81815180968222,15.925163269042969,1625800.0,0.0,0.0,1268,76,22,352
2021-06-16,3.5833333333333335,0.0,0.0,0.0,0.0,15.808423454965117,15.837608904714774,15.67222840050363,15.740325927734375,1952500.0,0.0,0.0,1370,101,22,414
2021-06-17,8.5,0.0,0.0,0.0,0.0,15.750054227983984,15.803559957477441,15.351194769206087,15.448477745056152,3036000.0,0.0,0.0,1331,123,23,428
2021-06-18,5.208333333333333,0.0,0.0,0.0,0.0,15.156629923505685,15.253912900499788,15.064211188137207,15.098260879516602,2733700.0,0.0,0.0,1620,172,16,748
2021-06-19,3.125,0.0,0.0,0.0,0.0,,,,,,,,1081,139,15,582
2021-06-20,0.0,0.0,0.0,0.0,0.0,,,,,,,,1125,106,21,534
2021-06-21,8.583333333333334,0.0,0.0,0.0,0.0,15.088532934486194,15.176087431352185,15.054484169651477,15.166358947753906,2038400.0,0.0,0.0,1415,128,30,435
2021-06-22,12.416666666666666,0.0,1.7083333333333333,0.0,0.0,15.010705999175014,15.05934655866011,14.947471787429668,15.000977516174316,2283300.0,0.0,0.0,1419,117,26,416
2021-06-23,2.8333333333333335,0.0,0.0,0.0,0.0,15.12744555675896,15.142037354026368,15.03989106211757,15.069075584411621,1878600.0,0.0,0.0,1340,86,27,435
2021-06-24,3.9583333333333335,0.0,0.0,0.0,0.0,15.166358534502972,15.283097551223653,15.107988562263015,15.234456062316895,2013600.0,0.0,0.0,1578,108,23,379
2021-06-25,7.791666666666667,0.0,0.0,0.0,0.0,15.21499992041008,15.283097447763007,15.161494190198935,15.253912925720215,2016800.0,0.0,0.0,1378,88,26,366
2021-06-26,6.25,0.0,0.0,0.0,0.0,,,,,,,,1141,90,26,343
2021-06-27,5.666666666666667,0.0,0.0,0.0,0.0,,,,,,,,1125,96,24,342
2021-06-28,13.375,0.0,0.0,0.0,0.0,15.214999713645048,15.214999713645048,15.049619211384618,15.127445220947266,1649700.0,0.0,0.0,1558,157,31,451
2021-06-29,2.375,0.0,0.0,0.0,0.0,15.137174092026417,15.19554313681471,15.030162630315814,15.059347152709961,2066200.0,0.0,0.0,1450,108,26,456
2021-06-30,3.875,0.0,0.0,0.0,0.0,14.835597475709902,14.952336492056512,14.816140509105852,14.923151969909668,2240900.0,0.0,0.0,1477,127,25,425
2021-07-01,6.291666666666667,1.9166666666666667,0.0,0.0,0.0,15.03016270781337,15.049619674682615,14.947472454137559,15.049619674682617,1955700.0,0.0,0.0,1679,131,36,379
2021-07-02,10.666666666666666,0.0,0.0,0.0,0.0,15.030162088849412,15.039890571883403,14.908558834202152,14.991249084472656,1396300.0,0.0,0.0,1517,115,36,479
2021-07-03,4.375,0.0,0.0,0.0,0.0,,,,,,,,1077,81,20,422
2021-07-04,1.8333333333333333,0.0,0.0,0.0,0.0,,,,,,,,1073,79,25,429
2021-07-05,10.458333333333334,0.0,0.0,0.0,0.0,,,,,,,,1373,120,38,348
2021-07-06,3.6666666666666665,0.0,0.0,0.0,0.0,14.893967345034044,14.903694900509745,14.66535262780944,14.777227401733398,1936000.0,0.0,0.0,1476,108,40,355
2021-07-07,13.75,0.0,0.0,0.0,0.0,14.67994504339374,14.74317832757014,14.57293358558247,14.67021656036377,1567000.0,0.0,0.0,1461,105,24,359
2021-07-08,6.041666666666667,0.0,0.0,0.0,0.0,14.349184449314158,14.39782593808402,14.212988466310396,14.281086921691895,2777800.0,0.0,0.0,1465,119,40,360
2021-07-09,2.5833333333333335,0.0,0.0,0.0,0.0,14.514565105770934,14.611848084324699,14.43673909403162,14.5729341506958,2988800.0,0.0,0.0,1421,108,30,380
2021-07-10,0.0,0.0,0.0,0.0,0.0,,,,,,,,1155,94,26,339
2021-07-11,1.7916666666666667,0.0,0.0,0.0,0.0,,,,,,,,948,81,26,354
2021-07-12,7.083333333333333,0.0,0.0,0.0,0.0,14.49510841660701,14.718858900462862,14.465923893585554,14.689674377441406,2860100.0,0.0,0.0,1438,96,23,337
2021-07-13,3.6666666666666665,0.0,0.0,0.0,0.0,14.709129745461233,14.748042750300051,14.572933764645764,14.641032218933105,2274000.0,0.0,0.0,1390,122,31,345
2021-07-14,2.0,0.0,0.0,0.0,0.0,14.689673475061385,14.767499483510623,14.58266201762428,14.67994499206543,2574400.0,0.0,0.0,1503,104,37,337
2021-07-15,3.7916666666666665,0.0,0.0,0.0,0.0,14.582662350417126,14.728586815409011,14.543749345304468,14.621575355529785,1614900.0,0.0,0.0,1423,92,14,325
2021-07-16,4.5,0.0,0.0,0.0,0.0,14.611847774058276,14.631303812700356,14.436738787483442,14.465923309326172,2192200.0,0.0,0.0,1286,80,22,356
2021-07-17,0.0,0.0,0.0,0.0,0.0,,,,,,,,1114,87,24,296
2021-07-18,3.0,0.0,0.0,0.0,0.0,,,,,,,,1254,83,14,331
2021-07-19,7.25,0.0,0.0,0.0,0.0,14.19353227345939,14.271358283543067,14.028151770091768,14.144890785217285,3500900.0,0.0,0.0,1463,93,18,344
2021-07-20,15.541666666666666,0.0,0.0,0.0,0.0,14.495108385237577,14.93288086840831,14.475652345851797,14.85505485534668,3973600.0,0.0,0.0,1744,103,22,405
2021-07-21,8.291666666666666,0.0,0.0,0.0,0.0,15.166358685555796,15.458206694143842,15.146901718695613,15.370652198791504,2822900.0,0.0,0.0,1485,118,29,372
2021-07-22,2.5416666666666665,0.0,0.0,0.0,0.0,15.419293351957204,15.42415666580696,15.214999843176221,15.263640403747559,2506200.0,0.0,0.0,1595,134,25,345
2021-07-23,9.416666666666666,0.0,0.0,0.0,0.0,15.487391420006638,15.526304426478644,15.385244198168087,15.497119903564453,2845600.0,0.0,0.0,1444,104,29,329
2021-07-24,2.5,0.0,0.0,0.0,0.0,,,,,,,,1096,73,17,314
2021-07-25,3.0,0.0,0.0,0.0,0.0,,,,,,,,1117,66,26,381
2021-07-26,4.166666666666667,0.0,0.0,0.0,0.0,15.643042745934986,15.803559934178713,15.633314262812478,15.769509315490723,2500700.0,0.0,0.0,1338,103,30,313
2021-07-27,3.125,0.0,0.0,0.0,0.0,15.691683306029093,15.827880214225766,15.62358577968997,15.769509315490723,2609700.0,0.0,0.0,1472,125,19,325
2021-07-28,3.5,0.0,0.0,0.0,0.0,15.75005441098426,15.804532432768854,15.604130873272888,15.740325927734375,1784500.0,0.0,0.0,1439,100,26,324
2021-07-29,1.9583333333333333,0.0,0.0,0.0,0.0,16.061358400326885,16.11972744411666,15.99326087331907,16.071086883544922,1811900.0,0.0,0.0,1350,145,24,344
2021-07-30,0.0,0.0,0.0,0.0,0.0,16.100270684621368,16.197553662533696,15.983532595541352,16.03217315673828,2049900.0,0.0,0.0,1316,105,18,319
2021-07-31,8.333333333333334,0.0,0.0,0.0,0.0,,,,,,,,970,77,18,344
2021-08-01,1.5833333333333333,0.0,0.0,0.0,0.0,,,,,,,,1081,109,14,363
2021-08-02,11.416666666666666,0.0,0.0,0.0,0.0,16.207281833780286,16.343476886923813,16.080815263792502,16.090543746948242,2316400.0,0.0,0.0,1271,94,10,373
2021-08-03,8.291666666666666,0.0,0.0,0.0,0.0,16.236468263083335,16.285108826278965,16.05163078300655,16.246196746826172,2075400.0,0.0,0.0,1342,83,30,328
2021-08-04,9.458333333333334,0.0,0.0,0.0,0.0,16.18782450604532,16.246195403676538,16.129455463932498,16.14891242980957,1889300.0,0.0,0.0,1333,86,33,314
2021-08-05,2.0,0.0,0.0,0.0,0.0,16.226739520277587,16.319157331081236,16.211173575433854,16.28510856628418,1882200.0,0.0,0.0,1394,99,28,355
2021-08-06,4.875,0.0,0.0,0.0,2.375,16.37266313452474,16.450489148046106,16.353206167264766,16.431032180786133,1958200.0,0.0,0.0,1338,82,22,316
2021-08-07,2.2083333333333335,0.0,0.0,0.0,0.0,,,,,,,,1035,78,25,305
2021-08-08,0.0,0.0,0.0,0.0,0.0,,,,,,,,942,74,28,318
2021-08-09,14.125,0.0,0.0,0.0,0.0,16.440759916586924,16.469945366149343,16.354179570599758,16.40184783935547,1650900.0,0.0,0.0,1348,84,27,362
2021-08-10,6.208333333333333,0.0,0.0,0.0,0.0,16.38239141154563,16.494266188601756,16.358071130536647,16.469945907592773,1539200.0,0.0,0.0,1315,106,19,379
2021-08-11,9.291666666666666,0.0,0.0,0.0,0.0,16.576956543172148,16.625597102762093,16.538042611085462,16.60614013671875,1465100.0,0.0,0.0,1494,122,21,285
2021-08-12,22.166666666666668,0.0,0.0,0.0,0.0,16.586684175080627,16.635326593134522,16.501076117031708,16.596412658691406,1106300.0,0.0,0.0,1361,92,20,346
2021-08-13,9.708333333333334,0.0,0.0,0.0,0.0,16.615869315185964,16.73260926081368,16.547771786702505,16.654783248901367,1649300.0,0.0,0.0,1256,92,26,305
2021-08-14,6.875,0.0,0.0,0.0,0.0,,,,,,,,952,86,34,262
2021-08-15,3.9583333333333335,0.0,0.0,0.0,0.0,,,,,,,,1091,93,17,345
