date,Ford,F-150,Ford Bronco_x,Ford Mustang_x,Ford Stock,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ford Motor Company,Ford Mustang_y,Ford F Series,Ford Bronco_y,Lincoln Navigator,Lincoln Aviator,Ford GT
2019-02-01,13.125,0.0,0.0,0.0,0.0,8.090433500879,8.127333958634749,7.952056124462706,8.044307708740234,34124000.0,0.0,0.0,5952,3569,11,1595,647,369,1310
2019-02-02,15.458333333333334,0.0,0.0,0.0,0.0,,,,,,,,5993,3549,14,1687,674,398,1346
2019-02-03,17.708333333333332,0.0,0.0,0.0,0.0,,,,,,,,6648,3903,6,1575,678,463,1454
2019-02-04,17.583333333333332,0.0,0.0,0.4583333333333333,0.0,8.025856971740723,8.025856971740723,7.924380933719207,8.025856971740723,28855600.0,0.0,0.0,7104,3572,15,1549,690,505,1427
2019-02-05,21.75,0.0,0.8333333333333334,0.0,0.0,8.007406806186607,8.081207717598591,7.979730804574917,8.071982383728027,26166800.0,0.0,0.0,6904,3627,15,1543,684,354,1512
2019-02-06,24.5,0.0,0.0,0.0,0.0,8.10888328986872,8.210359328752954,8.007407250984485,8.044307708740234,32644300.0,0.0,0.0,6899,3733,10,1402,689,392,1474
2019-02-07,32.5,0.6666666666666666,2.7083333333333335,1.125,0.0,7.95205445079217,7.95205445079217,7.647625518436377,7.666076183319092,55161800.0,0.0,0.0,6938,3589,8,3359,614,403,1468
2019-02-08,29.458333333333332,0.0,0.9583333333333334,1.125,0.0,7.647625657430528,7.758327009410418,7.527698972841613,7.739877223968506,38650100.0,0.0,0.0,6504,3662,9,1573,641,418,1320
2019-02-09,26.208333333333332,0.0,0.0,1.2083333333333333,0.0,,,,,,,,6400,3573,2,1638,765,422,1350
2019-02-10,27.75,0.0,0.7916666666666666,1.5416666666666667,0.0,,,,,,,,5859,3762,7,1583,719,448,1450
2019-02-11,29.083333333333332,0.0,1.5,1.625,0.0,7.758326866605788,7.78600198414732,7.647625516663537,7.684525966644287,27403500.0,0.0,0.0,6392,3788,9,1524,1643,479,1301
2019-02-12,26.041666666666668,0.0,0.0,0.75,0.9583333333333334,7.730651049163966,7.813677274047844,7.730651049163966,7.804451942443848,26235100.0,0.0,0.0,6482,3867,6,1534,765,491,1220
2019-02-13,31.625,1.0833333333333333,1.8333333333333333,0.0,1.0833333333333333,7.795228416153814,7.988956025823315,7.739878173263242,7.758327960968018,27182900.0,0.0,0.0,7329,3602,8,1470,718,976,1221
2019-02-14,23.5,0.8333333333333334,3.0,1.1666666666666667,0.0,7.730652874116849,7.813679118600493,7.675301751202336,7.767553329467773,23569900.0,0.0,0.0,6546,3354,5,1413,681,327,1195
2019-02-15,25.833333333333332,0.625,0.5833333333333334,0.9583333333333334,0.0,7.832128152077225,7.896704602554188,7.758327248483124,7.878253936767578,58080300.0,0.0,0.0,6004,3675,8,1386,697,329,1242
2019-02-16,24.041666666666668,0.0,0.0,1.875,0.0,,,,,,,,5436,3666,32,1414,763,506,1136
2019-02-17,20.583333333333332,0.0,1.7083333333333333,1.8333333333333333,0.0,,,,,,,,6621,4054,7,1513,744,419,1302
2019-02-18,29.041666666666668,0.0,1.4166666666666667,0.0,0.5833333333333334,,,,,,,,6130,3824,8,1792,712,395,1289
2019-02-19,26.166666666666668,0.0,0.0,1.0416666666666667,0.0,7.869028641030385,8.164233136576854,7.869028641030385,8.145782470703125,37929200.0,0.0,0.0,6230,3816,7,1523,678,347,1223
2019-02-20,31.083333333333332,0.0,0.875,1.6666666666666667,0.0,8.145783109085015,8.28415959487781,8.136557775425164,8.247259140014648,55316900.0,0.0,0.0,6546,3586,8,1443,737,363,1162
2019-02-21,29.125,0.5833333333333334,0.8333333333333334,1.6666666666666667,0.0,8.247260240919763,8.265710910702396,8.025857482186321,8.035082817077637,44730400.0,0.0,0.0,6645,3546,9,1445,713,363,1214
2019-02-22,24.666666666666668,0.5416666666666666,1.875,2.375,1.375,8.05353260708391,8.071983276866543,7.8967063128133255,8.035082817077637,40947500.0,0.0,0.0,6070,3700,10,1478,743,350,1098
2019-02-23,22.791666666666668,0.0,1.7083333333333333,0.0,0.0,,,,,,,,5397,3536,5,1477,786,397,1162
2019-02-24,24.25,0.0,0.0,0.0,0.5833333333333334,,,,,,,,4794,3685,12,1473,789,400,1283
2019-02-25,17.791666666666668,0.5,0.0,0.0,0.5416666666666666,8.090432608756371,8.164233516129931,8.071981942024877,8.081207275390625,56615400.0,0.0,0.0,5974,3724,4,1396,762,394,1175
2019-02-26,21.541666666666668,0.0,2.4583333333333335,0.0,0.0,8.071982139011991,8.247259078357565,8.044307018015582,8.191908836364746,38348800.0,0.0,0.0,6622,3584,12,1372,677,388,1237
2019-02-27,23.666666666666668,0.0,1.3333333333333333,0.4583333333333333,1.125,8.14578380485296,8.219584720882951,8.099658012390137,8.099658012390137,34093300.0,0.0,0.0,5761,3536,14,1358,644,311,1165
2019-02-28,20.041666666666668,0.0,0.5416666666666666,0.75,0.5833333333333334,8.090432167053223,8.108881953001227,7.933605027502451,8.090432167053223,43960500.0,0.0,0.0,5451,3612,14,1412,706,355,1121
2019-03-01,15.083333333333334,0.5416666666666666,0.0,0.0,1.5,8.164233067756856,8.201133519417091,8.035081047057945,8.108881950378418,37699500.0,0.0,0.0,6184,3772,6,1618,692,323,1217
2019-03-02,28.458333333333332,0.0,0.0,1.75,0.0,,,,,,,,4848,3818,15,1522,793,357,1298
2019-03-03,36.541666666666664,0.0,2.4166666666666665,2.5416666666666665,0.0,,,,,,,,5738,4070,20,1556,725,350,1310
2019-03-04,21.083333333333332,0.0,0.0,0.0,0.0,8.14578247348178,8.274934495313428,8.081206902454044,8.12733268737793,46196900.0,0.0,0.0,6244,3953,14,1452,665,307,1182
2019-03-05,28.041666666666668,0.625,1.0833333333333333,0.875,0.0,8.118107285863312,8.127332618725395,8.0258557167948,8.090432167053223,40852600.0,0.0,0.0,6375,3862,5,1447,703,280,1283
2019-03-06,25.791666666666668,0.0,1.2916666666666667,1.3333333333333333,1.0,8.071982084816549,8.099657205627146,7.896705146647786,7.915154933929443,50378600.0,0.0,0.0,7165,3835,12,1391,714,306,1192
2019-03-07,25.416666666666668,0.0,0.0,1.1666666666666667,0.0,7.896703980159633,7.905928432549726,7.702976403550107,7.822902202606201,54286000.0,0.0,0.0,5616,3728,10,1494,788,306,1172
2019-03-08,23.625,0.0,0.0,0.0,0.0,7.749102661904185,7.813679118600493,7.693752418765924,7.767553329467773,43766800.0,0.0,0.0,5433,3889,20,1351,722,370,1208
2019-03-09,21.666666666666668,0.0,0.6666666666666666,1.0833333333333333,0.0,,,,,,,,5329,3834,32,1425,741,351,1263
2019-03-10,26.166666666666668,0.0,1.6666666666666667,0.0,0.0,,,,,,,,5679,3799,8,1514,704,362,1325
2019-03-11,23.208333333333332,0.0,2.7916666666666665,0.0,0.0,7.804453601384855,7.961280752884323,7.7952282678198905,7.9428300857543945,36875300.0,0.0,0.0,5548,3978,1,1413,664,313,1283
2019-03-12,30.125,0.8333333333333334,0.0,1.125,0.0,7.979731917647449,8.025857713657974,7.887481205402782,7.905930995941162,37805000.0,0.0,0.0,5431,3923,5,1381,729,388,1227
2019-03-13,24.333333333333332,0.0,1.9583333333333333,0.0,0.9166666666666666,7.92438064598353,7.979730890248651,7.841354399809578,7.869029521942139,49018700.0,0.0,0.0,5328,3537,4,1224,669,336,1254
2019-03-14,27.208333333333332,0.0,2.75,0.0,0.7916666666666666,7.859804872561147,7.8874799940064335,7.749102627227505,7.758327960968018,36307900.0,0.0,0.0,5568,3543,5,1215,666,354,1257
2019-03-15,33.916666666666664,0.0,1.375,2.0833333333333335,0.0,7.767553840416053,7.813679632582918,7.721428048249188,7.7767791748046875,66555500.0,0.0,0.0,5319,3720,7,1193,650,366,1293
2019-03-16,30.666666666666668,0.0,0.7916666666666666,0.0,0.0,,,,,,,,5262,3926,8,1304,762,392,1514
2019-03-17,12.125,0.0,1.9166666666666667,0.0,0.0,,,,,,,,5467,4128,9,1367,753,370,1407
2019-03-18,26.708333333333332,0.0,1.75,0.0,0.0,7.795229613381731,7.905930995941162,7.7675544876859695,7.905930995941162,37198300.0,0.0,0.0,6040,4253,6,1347,750,381,1254
2019-03-19,22.666666666666668,0.0,0.0,1.2916666666666667,0.0,7.942830722552073,8.182684135813437,7.942830722552073,8.025856971740723,57293600.0,0.0,0.0,6106,3869,7,1333,780,378,1352
2019-03-20,30.958333333333332,0.0,1.7916666666666667,0.9583333333333334,0.0,7.998180591511861,7.998180591511861,7.822902786378772,7.850578784942627,54539700.0,0.0,0.0,6270,3886,9,1169,737,329,1291
2019-03-21,20.458333333333332,0.0,0.0,0.7083333333333334,0.0,7.841353251848499,8.016630172729492,7.832127919229462,8.016630172729492,46843100.0,0.0,0.0,5534,3735,12,1312,725,353,1703
2019-03-22,24.333333333333332,0.0,0.0,0.0,1.3333333333333333,7.961280173254983,7.998180625052033,7.859804150757138,7.878253936767578,41964000.0,0.0,0.0,5651,3725,4,1271,691,366,1780
2019-03-23,22.666666666666668,0.0,2.0416666666666665,0.9166666666666666,0.0,,,,,,,,5362,3727,7,1243,738,409,1607
2019-03-24,16.166666666666668,0.0,1.375,2.5833333333333335,0.0,,,,,,,,5650,3940,10,1363,717,395,1571
2019-03-25,27.291666666666668,0.0,2.7083333333333335,0.6666666666666666,0.0,7.896704569439554,7.9797299258026255,7.8136783333003175,7.850578784942627,45849500.0,0.0,0.0,5721,3858,10,1850,756,332,1926
2019-03-26,29.458333333333332,0.0,1.375,1.3333333333333333,0.5416666666666666,7.87825434022523,8.081207275390625,7.87825434022523,8.081207275390625,47852100.0,0.0,0.0,5396,3915,7,1865,664,331,1771
2019-03-27,30.166666666666668,0.0,0.0,0.9166666666666666,0.0,8.071981667768407,8.173457692015212,7.952054977416991,7.952054977416992,39895800.0,0.0,0.0,5347,3947,5,1585,705,354,1656
2019-03-28,18.083333333333332,0.0,0.5,1.7083333333333333,0.0,7.979729932260543,8.1457824046734,7.970505479174624,8.090432167053223,38914700.0,0.0,0.0,5547,4001,5,1422,698,407,1553
2019-03-29,30.541666666666668,0.0,0.7083333333333334,1.0,0.0,8.118108681285792,8.20113493176361,8.035082430807975,8.099658012390137,33962800.0,0.0,0.0,5485,3880,6,1347,661,351,1585
2019-03-30,21.458333333333332,0.0,1.9166666666666667,1.875,0.0,,,,,,,,5297,3696,6,1488,722,367,1494
2019-03-31,15.833333333333334,0.0,0.625,0.0,0.0,,,,,,,,5399,3863,5,1554,783,376,1456
2019-04-01,15.458333333333334,0.0,0.0,0.0,0.0,8.173458294875108,8.302610327804853,8.173458294875108,8.284159660339355,45653100.0,0.0,0.0,5548,3708,12,1432,665,366,1334
2019-04-02,31.0,0.0,0.9166666666666666,0.0,0.625,8.256484168862052,8.330285075863797,8.21958371536118,8.311835289001465,30699400.0,0.0,0.0,5625,4114,4,1351,735,385,1406
2019-04-03,30.416666666666668,0.0,0.625,0.0,0.0,8.367185728518717,8.551688880190794,8.357961274756097,8.422536849975586,56663600.0,0.0,0.0,6088,3876,8,1398,656,346,1300
2019-04-04,24.958333333333332,0.0,0.5833333333333334,1.5416666666666667,1.375,8.496338396369818,8.579364644897987,8.468663273452528,8.52401351928711,39483100.0,0.0,0.0,5266,3979,7,1368,669,404,1466
2019-04-05,28.375,0.0,1.5416666666666667,0.5833333333333334,0.0,8.45943655505402,8.55168812271881,8.37641032011094,8.53323745727539,37854700.0,0.0,0.0,4543,3935,10,1467,675,421,1360
2019-04-06,33.5,0.0,2.0416666666666665,0.9583333333333334,0.0,,,,,,,,4049,3961,6,1418,706,377,1435
2019-04-07,25.25,0.0,0.0,1.125,0.0,,,,,,,,4589,4364,5,1430,727,329,1422
2019-04-08,21.291666666666668,0.0,0.0,0.5416666666666666,0.0,8.46866246209749,8.597813609855493,8.459437128750142,8.579363822937012,26221100.0,0.0,0.0,4981,4165,7,1400,670,349,1479
2019-04-09,20.333333333333332,0.0,0.0,0.5833333333333334,0.0,8.551687093166656,8.634712438338022,8.459435536608188,8.496335983276367,29879100.0,0.0,0.0,4657,4032,10,1376,687,381,1437
2019-04-10,19.0,0.0,0.0,0.0,0.5416666666666666,8.514787872229011,8.625490119383649,8.487112750328482,8.607039451599121,28469500.0,0.0,0.0,4702,3812,4,1351,724,352,1245
2019-04-11,21.125,0.0,1.375,1.2916666666666667,0.0,8.625489302948997,8.680839541510947,8.607038636910895,8.662389755249023,26488100.0,0.0,0.0,4619,3933,7,1303,632,329,1273
2019-04-12,24.0,0.0,0.0,0.0,0.0,8.736191680767504,8.856118384701368,8.708515678476111,8.717741012573242,38646000.0,0.0,0.0,5103,3888,9,1312,667,339,1526
2019-04-13,25.208333333333332,0.0,1.5833333333333333,0.625,0.0,,,,,,,,4613,4125,9,1346,706,440,1581
2019-04-14,20.0,0.0,0.0,1.0833333333333333,0.0,,,,,,,,4774,4107,7,1472,731,395,1489
2019-04-15,20.166666666666668,0.0,1.4166666666666667,1.0833333333333333,0.0,8.745415940878024,8.763866608662552,8.5424638739058,8.607039451599121,41206700.0,0.0,0.0,4611,4285,4,1438,591,375,1328
2019-04-16,19.375,0.0,0.4583333333333333,0.0,0.4583333333333333,8.597813672704003,8.671614580469823,8.524012764938183,8.634714126586914,40950000.0,0.0,0.0,4447,4247,9,1398,642,390,1350
2019-04-17,18.291666666666668,0.0,3.4166666666666665,0.5,0.0,8.671614847128359,8.8376673345958,8.662390393206136,8.763866424560547,30688300.0,0.0,0.0,4543,7158,16,1292,695,572,1275
2019-04-18,24.916666666666668,0.0,1.3333333333333333,0.0,0.4583333333333333,8.782315765733616,8.874566449458717,8.745414436512242,8.809990882873535,29843000.0,0.0,0.0,4314,5271,6,1251,732,546,1240
2019-04-19,22.583333333333332,0.0,1.0416666666666667,0.6666666666666666,0.0,,,,,,,,4080,4446,7,1301,683,486,1393
2019-04-20,17.541666666666668,1.0416666666666667,1.75,0.0,0.0,,,,,,,,4031,3985,1,1540,703,461,1387
2019-04-21,11.0,0.0,1.0416666666666667,0.7083333333333334,0.0,,,,,,,,6428,4376,6,1442,679,424,1414
2019-04-22,20.333333333333332,0.0,0.0,1.3333333333333333,0.0,8.8376673345958,8.8376673345958,8.72696596954292,8.763866424560547,38718500.0,0.0,0.0,4778,4344,7,1335,719,359,1426
2019-04-23,18.208333333333332,1.125,0.9166666666666666,0.0,0.0,8.77323976962371,8.913837102294853,8.71700155166754,8.904463768005371,39493700.0,0.15,0.0,4569,3968,10,1381,636,370,1277
2019-04-24,22.333333333333332,0.625,1.5416666666666667,1.0833333333333333,0.8333333333333334,8.857596390465693,9.00756613644633,8.810730621374194,8.970073699951172,39796300.0,0.0,0.0,5132,3940,6,1440,641,400,1198
2019-04-25,32.0,0.0,1.4166666666666667,0.75,0.0,8.923209141511562,8.932581580550414,8.754492724349046,8.810730934143066,52596700.0,0.0,0.0,4917,3760,9,1383,641,334,1240
2019-04-26,31.458333333333332,0.7083333333333334,2.375,1.25,1.0416666666666667,9.40123625856281,9.794907250683973,9.326251392814978,9.757414817810059,156136700.0,0.0,0.0,4395,3783,15,1331,693,388,1181
2019-04-27,26.458333333333332,0.0,0.7083333333333334,0.75,0.0,,,,,,,,3969,3910,7,1179,727,363,1216
2019-04-28,12.375,0.0,0.0,0.8333333333333334,0.0,,,,,,,,4033,3823,5,1254,717,401,1226
2019-04-29,24.25,0.625,1.4583333333333333,0.0,1.6666666666666667,9.710549992653313,9.738669990446688,9.438729604548728,9.673057556152344,62500500.0,0.0,0.0,4405,3815,11,1336,642,362,1099
2019-04-30,20.333333333333332,0.0,0.0,0.75,0.0,9.644938772574923,9.841774294214828,9.626193000646955,9.79490852355957,46079300.0,0.0,0.0,4080,3682,5,1237,627,345,1257
2019-05-01,24.083333333333332,0.0,3.375,1.6666666666666667,1.2083333333333333,9.823028627536734,9.841775295261728,9.644939753600882,9.654313087463379,41805500.0,0.0,0.0,9907,3758,4,1175,673,339,1148
2019-05-02,34.541666666666664,0.0,1.7083333333333333,1.25,0.0,9.654311496807571,9.701177264508077,9.560579961406555,9.691803932189941,34508400.0,0.0,0.0,4366,3893,8,1432,620,368,1354
2019-05-03,28.416666666666668,0.0,0.7083333333333334,2.375,0.875,9.719922384936142,9.794907250683973,9.654310850879318,9.757414817810059,36291200.0,0.0,0.0,4289,3937,8,1271,622,352,1278
2019-05-04,17.625,0.0,0.0,0.0,0.0,,,,,,,,3862,3938,8,1386,649,400,1386
2019-05-05,30.208333333333332,0.0,2.0833333333333335,1.9583333333333333,0.0,,,,,,,,3753,4157,9,1461,651,382,1415
2019-05-06,20.625,0.0,0.625,1.875,0.625,9.485596936545067,9.76679070357843,9.485596936545067,9.719924926757812,28640600.0,0.0,0.0,4248,4158,9,1521,598,395,1326
2019-05-07,21.458333333333332,0.0,1.9166666666666667,0.0,1.625,9.68243186411962,9.757416744675238,9.654312757383835,9.729297637939453,41154500.0,0.0,0.0,4016,4101,5,1619,834,372,1263
2019-05-08,10.875,0.0,0.0,0.0,0.0,9.729296367572314,9.794907906018922,9.663684829125705,9.691803932189941,33472200.0,0.0,0.0,4192,3978,12,1452,644,385,1377
2019-05-09,18.125,0.7083333333333334,1.5416666666666667,0.5,0.4583333333333333,9.616820314622725,9.654312754890853,9.438730552931405,9.56058120727539,43621300.0,0.0,0.0,4194,4062,13,1564,669,366,1189
2019-05-10,16.25,0.0,0.75,1.4166666666666667,0.0,9.673058530577595,9.757416744675238,9.56058120974417,9.729297637939453,37629500.0,0.0,0.0,3960,4033,4,1556,645,380,1254
2019-05-11,15.333333333333334,0.0,0.5833333333333334,0.875,0.0,,,,,,,,3732,4106,6,1688,673,384,1237
2019-05-12,17.083333333333332,0.0,0.8333333333333334,0.5,0.0,,,,,,,,3824,4034,21,1654,659,420,1353
2019-05-13,14.958333333333334,0.0,1.4583333333333333,0.0,0.0,9.532461156773673,9.616819362497543,9.410610514493662,9.448102951049805,51102100.0,0.0,0.0,4087,3856,9,1537,622,396,2044
2019-05-14,16.041666666666668,0.4166666666666667,0.75,0.0,0.0,9.513713851949433,9.644937818018922,9.494968081876726,9.598072052001953,31297200.0,0.0,0.0,4355,4081,4,1362,645,372,1762
2019-05-15,14.458333333333334,0.0,0.0,1.2083333333333333,0.0,9.569954830118661,9.748043703303395,9.41061173068954,9.710551261901855,44050200.0,0.0,0.0,4954,3890,14,1432,635,361,1470
2019-05-16,15.541666666666666,0.0,0.5416666666666666,1.375,0.0,9.654312409926705,9.785535499231196,9.654312409926705,9.748043060302734,32697000.0,0.0,0.0,4270,4095,12,1477,575,414,1457
2019-05-17,18.5,0.0,1.2083333333333333,0.5,0.0,9.673059485794292,9.78553681773488,9.5980745978339,9.644940376281738,34565400.0,0.0,0.0,4004,3999,24,1324,649,460,1375
2019-05-18,15.875,0.0,0.0,0.0,0.5416666666666666,,,,,,,,3524,3889,5,1321,691,383,1455
2019-05-19,14.25,0.0,0.5416666666666666,0.0,0.0,,,,,,,,3616,4265,12,1479,693,422,1575
2019-05-20,19.666666666666668,0.0,0.5416666666666666,0.0,0.0,9.654312424188516,9.654312424188516,9.56058087978377,9.635565757751465,29535900.0,0.0,0.0,5790,4065,13,1498,697,394,1353
2019-05-21,19.458333333333332,0.0,1.9583333333333333,1.25,0.5416666666666666,9.663684481981766,9.663684481981766,9.513713851949433,9.598072052001953,30099300.0,0.0,0.0,5261,4018,12,1596,591,375,1260
2019-05-22,20.5,0.0,0.5416666666666666,0.0,0.0,9.532462475748028,9.569954917491872,9.307507825284967,9.345000267028809,51407200.0,0.0,0.0,4533,4156,14,1419,656,367,1290
2019-05-23,22.0,0.0,1.375,1.3333333333333333,1.375,9.232522010803223,9.232522010803223,9.063805593023883,9.232522010803223,43153800.0,0.0,0.0,4175,4065,5,1445,600,351,1114
2019-05-24,23.083333333333332,0.0,1.9583333333333333,1.2916666666666667,0.0,9.298133846309423,9.326252952193935,9.185656528881113,9.213775634765625,22131500.0,0.0,0.0,3877,3877,8,1349,646,328,1403
2019-05-25,21.0,0.0,1.0833333333333333,1.125,0.0,,,,,,,,3721,4028,6,1422,690,386,1397
2019-05-26,11.958333333333334,0.0,0.0,0.0,0.0,,,,,,,,4030,4531,2,1562,660,373,1313
2019-05-27,15.083333333333334,0.8333333333333334,0.0,0.0,0.0,,,,,,,,4965,4429,4,1703,673,339,1343
2019-05-28,17.5,0.0,0.5,0.8333333333333334,0.0,9.251268385897475,9.279387492730274,9.157537731824716,9.166910171508789,27656200.0,0.0,0.0,4813,4378,11,1522,602,439,1301
2019-05-29,19.625,0.0,2.4583333333333335,0.0,0.0,9.082552617377155,9.138791729021351,8.951329513357958,9.101299285888672,32262600.0,0.0,0.0,4732,4413,13,1625,638,394,1342
2019-05-30,19.666666666666668,0.0,0.0,0.0,1.625,9.129416465759277,9.223148000731081,9.073178259888326,9.129416465759277,24759600.0,0.0,0.0,4146,4126,9,1471,685,371,1359
2019-05-31,19.0,0.0,0.875,0.5833333333333334,0.5833333333333334,8.885716808114239,8.941955918117007,8.73574703996063,8.923210144042969,48250400.0,0.0,0.0,4272,4021,19,1468,668,361,1560
2019-06-01,14.666666666666666,0.0,1.7916666666666667,3.8333333333333335,0.0,,,,,,,,3710,3995,11,1456,611,368,1562
2019-06-02,20.375,0.0,1.7916666666666667,0.0,0.0,,,,,,,,3716,4143,1,1495,664,343,1464
2019-06-03,14.5,0.0,0.6666666666666666,0.0,0.0,9.016939784951102,9.045058889835074,8.866970033716274,9.007566452026367,39446800.0,0.0,0.0,8741,9150,4,1518,671,383,11754
2019-06-04,25.833333333333332,0.0,1.2916666666666667,1.3333333333333333,0.0,9.120043158270922,9.326251999435238,9.110670719860401,9.29813289642334,37324100.0,0.0,0.0,5883,5860,2,1457,653,336,5624
2019-06-05,30.25,0.75,1.5,0.0,2.0,9.251268385897475,9.298134159879,9.045059516712941,9.166910171508789,42464800.0,0.0,0.0,5178,4927,7,1423,612,335,3439
2019-06-06,22.791666666666668,0.0,1.625,0.0,0.0,9.110672928136363,9.204403592191506,9.05443381459097,9.138792037963867,28291100.0,0.0,0.0,5415,4530,10,1452,600,317,2532
